Project Name ▲,Sample ID,Source,Strategy,Selection,Layout,File Name,File Path,accession,experiment,instrument,run,spots,bases,size,published
HOT ALOHA time/depth series,SAMN11874506,METAGENOMIC,WGS,RANDOM,paired,SRR9178153_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178153_2.fastq.gz,SRR9178153,SRX5950981,NextSeq 500,SRR9178153,"19,029,532",5.7G,2.4Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874507,METAGENOMIC,WGS,RANDOM,paired,SRR9178360_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178360_1.fastq.gz,SRR9178360,SRX5950774,NextSeq 500,SRR9178360,"14,069,878",4.2G,1.5Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874507,METAGENOMIC,WGS,RANDOM,paired,SRR9178360_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178360_2.fastq.gz,SRR9178360,SRX5950774,NextSeq 500,SRR9178360,"14,069,878",4.2G,1.5Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874507,METAGENOMIC,WGS,RANDOM,paired,SRR9178477_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178477_1.fastq.gz,SRR9178477,SRX5951126,NextSeq 500,SRR9178477,"31,333,183",9.4G,3.6Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874507,METAGENOMIC,WGS,RANDOM,paired,SRR9178477_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178477_2.fastq.gz,SRR9178477,SRX5951126,NextSeq 500,SRR9178477,"31,333,183",9.4G,3.6Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874508,METAGENOMIC,WGS,RANDOM,paired,SRR9178098_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178098_1.fastq.gz,SRR9178098,SRX5951036,NextSeq 500,SRR9178098,"25,767,809",7.7G,2.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874508,METAGENOMIC,WGS,RANDOM,paired,SRR9178098_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178098_2.fastq.gz,SRR9178098,SRX5951036,NextSeq 500,SRR9178098,"25,767,809",7.7G,2.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874508,METAGENOMIC,WGS,RANDOM,paired,SRR9178215_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178215_1.fastq.gz,SRR9178215,SRX5950919,NextSeq 500,SRR9178215,"12,762,011",3.8G,1.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874508,METAGENOMIC,WGS,RANDOM,paired,SRR9178215_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178215_2.fastq.gz,SRR9178215,SRX5950919,NextSeq 500,SRR9178215,"12,762,011",3.8G,1.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874509,METAGENOMIC,WGS,RANDOM,paired,SRR9178107_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178107_1.fastq.gz,SRR9178107,SRX5951027,NextSeq 500,SRR9178107,"32,652,569",9.8G,4.2Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874509,METAGENOMIC,WGS,RANDOM,paired,SRR9178107_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178107_2.fastq.gz,SRR9178107,SRX5951027,NextSeq 500,SRR9178107,"32,652,569",9.8G,4.2Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874509,METAGENOMIC,WGS,RANDOM,paired,SRR9178155_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178155_1.fastq.gz,SRR9178155,SRX5950979,NextSeq 500,SRR9178155,"5,239,291",1.6G,554.7Mb,6/7/19
HOT ALOHA time/depth series,SAMN11874509,METAGENOMIC,WGS,RANDOM,paired,SRR9178155_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178155_2.fastq.gz,SRR9178155,SRX5950979,NextSeq 500,SRR9178155,"5,239,291",1.6G,554.7Mb,6/7/19
HOT ALOHA time/depth series,SAMN11874509,METAGENOMIC,WGS,RANDOM,paired,SRR9178486_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178486_1.fastq.gz,SRR9178486,SRX5951117,NextSeq 500,SRR9178486,"3,727,316",1.1G,431.3Mb,6/7/19
HOT ALOHA time/depth series,SAMN11874509,METAGENOMIC,WGS,RANDOM,paired,SRR9178486_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178486_2.fastq.gz,SRR9178486,SRX5951117,NextSeq 500,SRR9178486,"3,727,316",1.1G,431.3Mb,6/7/19
HOT ALOHA time/depth series,SAMN11874510,METAGENOMIC,WGS,RANDOM,paired,SRR9178148_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178148_1.fastq.gz,SRR9178148,SRX5950986,NextSeq 500,SRR9178148,"35,367,513",10.6G,4.6Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874510,METAGENOMIC,WGS,RANDOM,paired,SRR9178148_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178148_2.fastq.gz,SRR9178148,SRX5950986,NextSeq 500,SRR9178148,"35,367,513",10.6G,4.6Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874511,METAGENOMIC,WGS,RANDOM,paired,SRR9178214_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178214_1.fastq.gz,SRR9178214,SRX5950920,NextSeq 500,SRR9178214,"33,035,709",9.9G,4.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874511,METAGENOMIC,WGS,RANDOM,paired,SRR9178214_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178214_2.fastq.gz,SRR9178214,SRX5950920,NextSeq 500,SRR9178214,"33,035,709",9.9G,4.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874512,METAGENOMIC,WGS,RANDOM,paired,SRR9178505_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178505_1.fastq.gz,SRR9178505,SRX5951098,NextSeq 500,SRR9178505,"19,167,138",5.7G,2.5Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874512,METAGENOMIC,WGS,RANDOM,paired,SRR9178505_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178505_2.fastq.gz,SRR9178505,SRX5951098,NextSeq 500,SRR9178505,"19,167,138",5.7G,2.5Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874513,METAGENOMIC,WGS,RANDOM,paired,SRR9178093_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178093_1.fastq.gz,SRR9178093,SRX5951041,NextSeq 500,SRR9178093,"14,694,613",4.4G,1.5Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874513,METAGENOMIC,WGS,RANDOM,paired,SRR9178093_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178093_2.fastq.gz,SRR9178093,SRX5951041,NextSeq 500,SRR9178093,"14,694,613",4.4G,1.5Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874513,METAGENOMIC,WGS,RANDOM,paired,SRR9178438_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178438_1.fastq.gz,SRR9178438,SRX5951165,NextSeq 500,SRR9178438,"11,525,184",3.4G,1.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874513,METAGENOMIC,WGS,RANDOM,paired,SRR9178438_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178438_2.fastq.gz,SRR9178438,SRX5951165,NextSeq 500,SRR9178438,"11,525,184",3.4G,1.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874514,METAGENOMIC,WGS,RANDOM,paired,SRR9178281_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178281_1.fastq.gz,SRR9178281,SRX5950853,NextSeq 500,SRR9178281,"17,399,116",5.2G,1.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874514,METAGENOMIC,WGS,RANDOM,paired,SRR9178281_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178281_2.fastq.gz,SRR9178281,SRX5950853,NextSeq 500,SRR9178281,"17,399,116",5.2G,1.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874514,METAGENOMIC,WGS,RANDOM,paired,SRR9178405_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178405_1.fastq.gz,SRR9178405,SRX5951198,NextSeq 500,SRR9178405,"7,945,511",2.4G,828.9Mb,6/7/19
HOT ALOHA time/depth series,SAMN11874514,METAGENOMIC,WGS,RANDOM,paired,SRR9178405_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178405_2.fastq.gz,SRR9178405,SRX5951198,NextSeq 500,SRR9178405,"7,945,511",2.4G,828.9Mb,6/7/19
HOT ALOHA time/depth series,SAMN11874515,METAGENOMIC,WGS,RANDOM,paired,SRR9178502_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178502_1.fastq.gz,SRR9178502,SRX5951101,NextSeq 500,SRR9178502,"35,390,039",10.6G,4.6Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874515,METAGENOMIC,WGS,RANDOM,paired,SRR9178502_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178502_2.fastq.gz,SRR9178502,SRX5951101,NextSeq 500,SRR9178502,"35,390,039",10.6G,4.6Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874516,METAGENOMIC,WGS,RANDOM,paired,SRR9178462_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178462_1.fastq.gz,SRR9178462,SRX5951141,NextSeq 500,SRR9178462,"27,176,404",8.2G,3.1Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874516,METAGENOMIC,WGS,RANDOM,paired,SRR9178462_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178462_2.fastq.gz,SRR9178462,SRX5951141,NextSeq 500,SRR9178462,"27,176,404",8.2G,3.1Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874516,METAGENOMIC,WGS,RANDOM,paired,SRR9178531_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178531_1.fastq.gz,SRR9178531,SRX5951072,NextSeq 500,SRR9178531,"11,769,674",3.5G,1.2Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874516,METAGENOMIC,WGS,RANDOM,paired,SRR9178531_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178531_2.fastq.gz,SRR9178531,SRX5951072,NextSeq 500,SRR9178531,"11,769,674",3.5G,1.2Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874517,METAGENOMIC,WGS,RANDOM,paired,SRR9178317_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178317_1.fastq.gz,SRR9178317,SRX5950817,NextSeq 500,SRR9178317,"44,473,188",13.3G,5.8Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874517,METAGENOMIC,WGS,RANDOM,paired,SRR9178317_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178317_2.fastq.gz,SRR9178317,SRX5950817,NextSeq 500,SRR9178317,"44,473,188",13.3G,5.8Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874518,METAGENOMIC,WGS,RANDOM,paired,SRR9178210_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178210_1.fastq.gz,SRR9178210,SRX5950924,NextSeq 500,SRR9178210,"22,935,212",6.8G,2.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874518,METAGENOMIC,WGS,RANDOM,paired,SRR9178210_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178210_2.fastq.gz,SRR9178210,SRX5950924,NextSeq 500,SRR9178210,"22,935,212",6.8G,2.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874519,METAGENOMIC,WGS,RANDOM,paired,SRR9178232_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178232_1.fastq.gz,SRR9178232,SRX5950902,NextSeq 500,SRR9178232,"16,661,325",5G,1.7Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874519,METAGENOMIC,WGS,RANDOM,paired,SRR9178232_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178232_2.fastq.gz,SRR9178232,SRX5950902,NextSeq 500,SRR9178232,"16,661,325",5G,1.7Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874519,METAGENOMIC,WGS,RANDOM,paired,SRR9178332_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178332_1.fastq.gz,SRR9178332,SRX5950802,NextSeq 500,SRR9178332,"36,377,396",10.9G,4.1Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874519,METAGENOMIC,WGS,RANDOM,paired,SRR9178332_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178332_2.fastq.gz,SRR9178332,SRX5950802,NextSeq 500,SRR9178332,"36,377,396",10.9G,4.1Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874520,METAGENOMIC,WGS,RANDOM,paired,SRR9178113_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178113_1.fastq.gz,SRR9178113,SRX5951021,NextSeq 500,SRR9178113,"19,935,228",6G,2.1Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874520,METAGENOMIC,WGS,RANDOM,paired,SRR9178113_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178113_2.fastq.gz,SRR9178113,SRX5951021,NextSeq 500,SRR9178113,"19,935,228",6G,2.1Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874520,METAGENOMIC,WGS,RANDOM,paired,SRR9178115_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178115_1.fastq.gz,SRR9178115,SRX5951019,NextSeq 500,SRR9178115,"42,730,158",12.8G,4.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874520,METAGENOMIC,WGS,RANDOM,paired,SRR9178115_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178115_2.fastq.gz,SRR9178115,SRX5951019,NextSeq 500,SRR9178115,"42,730,158",12.8G,4.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874521,METAGENOMIC,WGS,RANDOM,paired,SRR9178192_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178192_1.fastq.gz,SRR9178192,SRX5950942,NextSeq 500,SRR9178192,"16,798,255",5G,1.7Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874521,METAGENOMIC,WGS,RANDOM,paired,SRR9178192_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178192_2.fastq.gz,SRR9178192,SRX5950942,NextSeq 500,SRR9178192,"16,798,255",5G,1.7Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874521,METAGENOMIC,WGS,RANDOM,paired,SRR9178195_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178195_1.fastq.gz,SRR9178195,SRX5950939,NextSeq 500,SRR9178195,"37,526,507",11.1G,4.2Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874521,METAGENOMIC,WGS,RANDOM,paired,SRR9178195_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178195_2.fastq.gz,SRR9178195,SRX5950939,NextSeq 500,SRR9178195,"37,526,507",11.1G,4.2Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874522,METAGENOMIC,WGS,RANDOM,paired,SRR9178439_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178439_1.fastq.gz,SRR9178439,SRX5951164,NextSeq 500,SRR9178439,"55,282,190",16.6G,7.2Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874522,METAGENOMIC,WGS,RANDOM,paired,SRR9178439_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178439_2.fastq.gz,SRR9178439,SRX5951164,NextSeq 500,SRR9178439,"55,282,190",16.6G,7.2Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874523,METAGENOMIC,WGS,RANDOM,paired,SRR9178315_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178315_1.fastq.gz,SRR9178315,SRX5950819,NextSeq 500,SRR9178315,"50,425,686",15.1G,6.5Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874523,METAGENOMIC,WGS,RANDOM,paired,SRR9178315_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178315_2.fastq.gz,SRR9178315,SRX5950819,NextSeq 500,SRR9178315,"50,425,686",15.1G,6.5Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874524,METAGENOMIC,WGS,RANDOM,paired,SRR9178480_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178480_1.fastq.gz,SRR9178480,SRX5951123,NextSeq 500,SRR9178480,"40,186,063",12.1G,5.2Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874524,METAGENOMIC,WGS,RANDOM,paired,SRR9178480_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178480_2.fastq.gz,SRR9178480,SRX5951123,NextSeq 500,SRR9178480,"40,186,063",12.1G,5.2Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874525,METAGENOMIC,WGS,RANDOM,paired,SRR9178335_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178335_1.fastq.gz,SRR9178335,SRX5950799,NextSeq 500,SRR9178335,"29,884,402",8.9G,3.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874525,METAGENOMIC,WGS,RANDOM,paired,SRR9178335_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178335_2.fastq.gz,SRR9178335,SRX5950799,NextSeq 500,SRR9178335,"29,884,402",8.9G,3.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874525,METAGENOMIC,WGS,RANDOM,paired,SRR9178368_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178368_1.fastq.gz,SRR9178368,SRX5950766,NextSeq 500,SRR9178368,"37,108,681",11.1G,5Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874525,METAGENOMIC,WGS,RANDOM,paired,SRR9178368_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178368_2.fastq.gz,SRR9178368,SRX5950766,NextSeq 500,SRR9178368,"37,108,681",11.1G,5Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874526,METAGENOMIC,WGS,RANDOM,paired,SRR9178106_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178106_1.fastq.gz,SRR9178106,SRX5951028,NextSeq 500,SRR9178106,"33,016,513",9.9G,4.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874526,METAGENOMIC,WGS,RANDOM,paired,SRR9178106_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178106_2.fastq.gz,SRR9178106,SRX5951028,NextSeq 500,SRR9178106,"33,016,513",9.9G,4.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874526,METAGENOMIC,WGS,RANDOM,paired,SRR9178292_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178292_1.fastq.gz,SRR9178292,SRX5950842,NextSeq 500,SRR9178292,"41,774,338",12.5G,5.6Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874526,METAGENOMIC,WGS,RANDOM,paired,SRR9178292_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178292_2.fastq.gz,SRR9178292,SRX5950842,NextSeq 500,SRR9178292,"41,774,338",12.5G,5.6Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874527,METAGENOMIC,WGS,RANDOM,paired,SRR9178211_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178211_1.fastq.gz,SRR9178211,SRX5950923,NextSeq 500,SRR9178211,"39,375,718",11.8G,5.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874527,METAGENOMIC,WGS,RANDOM,paired,SRR9178211_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178211_2.fastq.gz,SRR9178211,SRX5950923,NextSeq 500,SRR9178211,"39,375,718",11.8G,5.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874527,METAGENOMIC,WGS,RANDOM,paired,SRR9178333_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178333_1.fastq.gz,SRR9178333,SRX5950801,NextSeq 500,SRR9178333,"30,892,508",9.2G,4Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874527,METAGENOMIC,WGS,RANDOM,paired,SRR9178333_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178333_2.fastq.gz,SRR9178333,SRX5950801,NextSeq 500,SRR9178333,"30,892,508",9.2G,4Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874528,METAGENOMIC,WGS,RANDOM,paired,SRR9178213_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178213_1.fastq.gz,SRR9178213,SRX5950921,NextSeq 500,SRR9178213,"29,284,931",8.7G,3.8Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874528,METAGENOMIC,WGS,RANDOM,paired,SRR9178213_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178213_2.fastq.gz,SRR9178213,SRX5950921,NextSeq 500,SRR9178213,"29,284,931",8.7G,3.8Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874528,METAGENOMIC,WGS,RANDOM,paired,SRR9178358_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178358_1.fastq.gz,SRR9178358,SRX5950776,NextSeq 500,SRR9178358,"36,387,036",10.8G,4.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874528,METAGENOMIC,WGS,RANDOM,paired,SRR9178358_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178358_2.fastq.gz,SRR9178358,SRX5950776,NextSeq 500,SRR9178358,"36,387,036",10.8G,4.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874529,METAGENOMIC,WGS,RANDOM,paired,SRR9178112_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178112_1.fastq.gz,SRR9178112,SRX5951022,NextSeq 500,SRR9178112,"30,725,421",9.2G,4Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874529,METAGENOMIC,WGS,RANDOM,paired,SRR9178112_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178112_2.fastq.gz,SRR9178112,SRX5951022,NextSeq 500,SRR9178112,"30,725,421",9.2G,4Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874529,METAGENOMIC,WGS,RANDOM,paired,SRR9178275_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178275_1.fastq.gz,SRR9178275,SRX5950859,NextSeq 500,SRR9178275,"38,965,157",11.6G,5.2Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874529,METAGENOMIC,WGS,RANDOM,paired,SRR9178275_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178275_2.fastq.gz,SRR9178275,SRX5950859,NextSeq 500,SRR9178275,"38,965,157",11.6G,5.2Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874530,METAGENOMIC,WGS,RANDOM,paired,SRR9178503_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178503_1.fastq.gz,SRR9178503,SRX5951100,NextSeq 500,SRR9178503,"37,347,928",11.1G,5Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874530,METAGENOMIC,WGS,RANDOM,paired,SRR9178503_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178503_2.fastq.gz,SRR9178503,SRX5951100,NextSeq 500,SRR9178503,"37,347,928",11.1G,5Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874530,METAGENOMIC,WGS,RANDOM,paired,SRR9178529_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178529_1.fastq.gz,SRR9178529,SRX5951074,NextSeq 500,SRR9178529,"29,831,578",8.9G,3.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874530,METAGENOMIC,WGS,RANDOM,paired,SRR9178529_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178529_2.fastq.gz,SRR9178529,SRX5951074,NextSeq 500,SRR9178529,"29,831,578",8.9G,3.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874531,METAGENOMIC,WGS,RANDOM,paired,SRR9178231_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178231_1.fastq.gz,SRR9178231,SRX5950903,NextSeq 500,SRR9178231,"37,830,145",11.2G,5.1Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874531,METAGENOMIC,WGS,RANDOM,paired,SRR9178231_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178231_2.fastq.gz,SRR9178231,SRX5950903,NextSeq 500,SRR9178231,"37,830,145",11.2G,5.1Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874531,METAGENOMIC,WGS,RANDOM,paired,SRR9178370_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178370_1.fastq.gz,SRR9178370,SRX5950764,NextSeq 500,SRR9178370,"30,016,342",8.9G,3.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874531,METAGENOMIC,WGS,RANDOM,paired,SRR9178370_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178370_2.fastq.gz,SRR9178370,SRX5950764,NextSeq 500,SRR9178370,"30,016,342",8.9G,3.9Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874532,METAGENOMIC,WGS,RANDOM,paired,SRR9178229_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178229_1.fastq.gz,SRR9178229,SRX5950905,NextSeq 500,SRR9178229,"32,639,190",9.7G,4.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874532,METAGENOMIC,WGS,RANDOM,paired,SRR9178229_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178229_2.fastq.gz,SRR9178229,SRX5950905,NextSeq 500,SRR9178229,"32,639,190",9.7G,4.3Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874532,METAGENOMIC,WGS,RANDOM,paired,SRR9178495_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178495_1.fastq.gz,SRR9178495,SRX5951108,NextSeq 500,SRR9178495,"40,003,145",11.9G,5.4Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874532,METAGENOMIC,WGS,RANDOM,paired,SRR9178495_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178495_2.fastq.gz,SRR9178495,SRX5951108,NextSeq 500,SRR9178495,"40,003,145",11.9G,5.4Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874533,METAGENOMIC,WGS,RANDOM,paired,SRR9178190_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178190_1.fastq.gz,SRR9178190,SRX5950944,NextSeq 500,SRR9178190,"31,933,255",9.4G,4.1Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874533,METAGENOMIC,WGS,RANDOM,paired,SRR9178190_2.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178190_2.fastq.gz,SRR9178190,SRX5950944,NextSeq 500,SRR9178190,"31,933,255",9.4G,4.1Gb,6/7/19
HOT ALOHA time/depth series,SAMN11874533,METAGENOMIC,WGS,RANDOM,paired,SRR9178498_1.fastq.gz,/iplant/home/shared/planetmicrobe/sra/SRR9178498_1.fastq.gz,SRR9178498,SRX5951105,NextSeq 500,SRR9178498,"40,296,119",11.9G,5.4Gb,6/7/19
